word,domain,type,note
我,SUBSTANTIVES,noun,entity
你,SUBSTANTIVES,noun,entity
某人,SUBSTANTIVES,noun,entity
某物,SUBSTANTIVES,verb,entity
人们,SUBSTANTIVES,noun,entity
身体,SUBSTANTIVES,noun,entity
种类,RELATIONAL_SUBSTANTIVES,noun,relation
部分,RELATIONAL_SUBSTANTIVES,noun,relation
这,DETERMINERS,determiner,reference
相同,DETERMINERS,determiner,reference
其他,DETERMINERS,determiner,reference
一,QUANTIFIERS,determiner,quantity
二,QUANTIFIERS,determiner,quantity
一些,QUANTIFIERS,determiner,quantity
全部,QUANTIFIERS,determiner,quantity
很多,QUANTIFIERS,determiner,quantity
少数,QUANTIFIERS,determiner,quantity
好,EVALUATORS,adjective,evaluation
坏,EVALUATORS,adjective,evaluation
大,DESCRIPTORS,adjective,property
小,DESCRIPTORS,adjective,property
想,MENTAL_PREDICATES,verb,cognition
知道,MENTAL_PREDICATES,verb,cognition
想要,MENTAL_PREDICATES,verb,cognition
不想要,MENTAL_PREDICATES,verb,cognition
感觉,MENTAL_PREDICATES,verb,cognition
看,MENTAL_PREDICATES,verb,cognition
听,MENTAL_PREDICATES,verb,cognition
说,SPEECH,verb,communication
词语,SPEECH,verb,communication
真的,SPEECH,verb,communication
做,ACTIONS_EVENTS_MOVEMENT,verb,action
发生,ACTIONS_EVENTS_MOVEMENT,verb,action
移动,ACTIONS_EVENTS_MOVEMENT,verb,action
在某处,LOCATION_EXISTENCE,other,existence
有,LOCATION_EXISTENCE,other,existence
是某物,LOCATION_EXISTENCE,verb,existence
是我的,LOCATION_EXISTENCE,other,existence
活着,LIFE_DEATH,adjective,life
死,LIFE_DEATH,verb,life
何时,TIME,other,temporal
现在,TIME,other,temporal
之前,TIME,other,temporal
之后,TIME,other,temporal
很长时间,TIME,other,temporal
很短时间,TIME,other,temporal
一段时间,TIME,other,temporal
时刻,TIME,other,temporal
哪里,SPACE,other,spatial
这里,SPACE,other,spatial
上面,SPACE,other,spatial
下面,SPACE,other,spatial
远,SPACE,other,spatial
近,SPACE,other,spatial
旁边,SPACE,other,spatial
里面,SPACE,other,spatial
触摸,SPACE,other,spatial
不,LOGICAL_CONCEPTS,conjunction,logic
也许,LOGICAL_CONCEPTS,conjunction,logic
能,LOGICAL_CONCEPTS,conjunction,logic
因为,LOGICAL_CONCEPTS,conjunction,logic
如果,LOGICAL_CONCEPTS,conjunction,logic
非常,INTENSIFIER_AUGMENTOR,adverb,degree
更多,INTENSIFIER_AUGMENTOR,adverb,degree
像,SIMILARITY,other,comparison
