word,domain,type,note
me,SUBSTANTIVES,noun,entity
myself,SUBSTANTIVES,noun,entity
mine,SUBSTANTIVES,noun,entity
my,SUBSTANTIVES,noun,entity
self,SUBSTANTIVES,noun,entity
ego,SUBSTANTIVES,noun,entity
first-person,SUBSTANTIVES,noun,entity
individual,SUBSTANTIVES,noun,entity
identity,SUBSTANTIVES,noun,entity
consciousness,SUBSTANTIVES,noun,entity
yourself,SUBSTANTIVES,noun,entity
yours,SUBSTANTIVES,noun,entity
your,SUBSTANTIVES,noun,entity
second-person,SUBSTANTIVES,noun,entity
addressee,SUBSTANTIVES,noun,entity
listener,SUBSTANTIVES,noun,entity
recipient,SUBSTANTIVES,noun,entity
thou,SUBSTANTIVES,noun,entity
thee,SUBSTANTIVES,noun,entity
interlocutor,SUBSTANTIVES,noun,entity
somebody,SUBSTANTIVES,noun,entity
person,SUBSTANTIVES,noun,entity
individual,SUBSTANTIVES,noun,entity
human,SUBSTANTIVES,noun,entity
anyone,SUBSTANTIVES,noun,entity
everyone,SUBSTANTIVES,noun,entity
people,SUBSTANTIVES,noun,entity
man,SUBSTANTIVES,noun,entity
woman,SUBSTANTIVES,noun,entity
being,SUBSTANTIVES,verb,entity
thing,SUBSTANTIVES,verb,entity
object,SUBSTANTIVES,noun,entity
item,SUBSTANTIVES,noun,entity
entity,SUBSTANTIVES,noun,entity
matter,SUBSTANTIVES,noun,entity
stuff,SUBSTANTIVES,noun,entity
anything,SUBSTANTIVES,verb,entity
everything,SUBSTANTIVES,verb,entity
element,SUBSTANTIVES,noun,entity
substance,SUBSTANTIVES,noun,entity
humans,SUBSTANTIVES,noun,entity
folks,SUBSTANTIVES,noun,entity
persons,SUBSTANTIVES,noun,entity
individuals,SUBSTANTIVES,noun,entity
population,SUBSTANTIVES,noun,entity
society,SUBSTANTIVES,noun,entity
community,SUBSTANTIVES,noun,entity
public,SUBSTANTIVES,noun,entity
citizens,SUBSTANTIVES,noun,entity
mankind,SUBSTANTIVES,noun,entity
physical,SUBSTANTIVES,noun,entity
corpse,SUBSTANTIVES,noun,entity
flesh,SUBSTANTIVES,noun,entity
anatomy,SUBSTANTIVES,noun,entity
physique,SUBSTANTIVES,noun,entity
form,SUBSTANTIVES,noun,entity
figure,SUBSTANTIVES,noun,entity
organism,SUBSTANTIVES,noun,entity
torso,SUBSTANTIVES,noun,entity
frame,SUBSTANTIVES,noun,entity
type,RELATIONAL_SUBSTANTIVES,noun,relation
sort,RELATIONAL_SUBSTANTIVES,noun,relation
category,RELATIONAL_SUBSTANTIVES,noun,relation
class,RELATIONAL_SUBSTANTIVES,noun,relation
genre,RELATIONAL_SUBSTANTIVES,noun,relation
variety,RELATIONAL_SUBSTANTIVES,noun,relation
species,RELATIONAL_SUBSTANTIVES,noun,relation
breed,RELATIONAL_SUBSTANTIVES,verb,relation
nature,RELATIONAL_SUBSTANTIVES,noun,relation
character,RELATIONAL_SUBSTANTIVES,noun,relation
piece,RELATIONAL_SUBSTANTIVES,noun,relation
portion,RELATIONAL_SUBSTANTIVES,noun,relation
section,RELATIONAL_SUBSTANTIVES,noun,relation
segment,RELATIONAL_SUBSTANTIVES,noun,relation
component,RELATIONAL_SUBSTANTIVES,noun,relation
element,RELATIONAL_SUBSTANTIVES,noun,relation
fragment,RELATIONAL_SUBSTANTIVES,noun,relation
division,RELATIONAL_SUBSTANTIVES,noun,relation
fraction,RELATIONAL_SUBSTANTIVES,noun,relation
unit,RELATIONAL_SUBSTANTIVES,noun,relation
these,DETERMINERS,determiner,reference
here,DETERMINERS,determiner,reference
present,DETERMINERS,determiner,reference
current,DETERMINERS,determiner,reference
proximal,DETERMINERS,determiner,reference
near,DETERMINERS,determiner,reference
close,DETERMINERS,determiner,reference
immediate,DETERMINERS,verb,reference
demonstrative,DETERMINERS,adjective,reference
indicated,DETERMINERS,verb,reference
identical,DETERMINERS,determiner,reference
equal,DETERMINERS,determiner,reference
equivalent,DETERMINERS,determiner,reference
matching,DETERMINERS,verb,reference
alike,DETERMINERS,determiner,reference
uniform,DETERMINERS,determiner,reference
similar,DETERMINERS,determiner,reference
unchanged,DETERMINERS,verb,reference
consistent,DETERMINERS,determiner,reference
constant,DETERMINERS,determiner,reference
different,DETERMINERS,determiner,reference
another,DETERMINERS,determiner,reference
else,DETERMINERS,determiner,reference
alternative,DETERMINERS,adjective,reference
additional,DETERMINERS,determiner,reference
separate,DETERMINERS,verb,reference
distinct,DETERMINERS,determiner,reference
diverse,DETERMINERS,determiner,reference
various,DETERMINERS,adjective,reference
remaining,DETERMINERS,verb,reference
single,QUANTIFIERS,determiner,quantity
unit,QUANTIFIERS,determiner,quantity
unity,QUANTIFIERS,determiner,quantity
individual,QUANTIFIERS,determiner,quantity
alone,QUANTIFIERS,determiner,quantity
sole,QUANTIFIERS,determiner,quantity
unique,QUANTIFIERS,determiner,quantity
first,QUANTIFIERS,determiner,quantity
singular,QUANTIFIERS,determiner,quantity
mono,QUANTIFIERS,determiner,quantity
pair,QUANTIFIERS,determiner,quantity
