word,domain,type,note
나,SUBSTANTIVES,noun,entity
저,SUBSTANTIVES,noun,entity
내가,SUBSTANTIVES,noun,entity
제가,SUBSTANTIVES,noun,entity
자신,SUBSTANTIVES,noun,entity
본인,SUBSTANTIVES,noun,entity
자아,SUBSTANTIVES,noun,entity
개인,SUBSTANTIVES,noun,entity
주체,SUBSTANTIVES,noun,entity
의식,SUBSTANTIVES,noun,entity
너,SUBSTANTIVES,noun,entity
당신,SUBSTANTIVES,noun,entity
자네,SUBSTANTIVES,noun,entity
그대,SUBSTANTIVES,noun,entity
귀하,SUBSTANTIVES,noun,entity
너의,SUBSTANTIVES,noun,entity
당신의,SUBSTANTIVES,noun,entity
2인칭,SUBSTANTIVES,noun,entity
상대방,SUBSTANTIVES,noun,entity
청자,SUBSTANTIVES,noun,entity
누군가,SUBSTANTIVES,noun,entity
사람,SUBSTANTIVES,noun,entity
개인,SUBSTANTIVES,noun,entity
인간,SUBSTANTIVES,noun,entity
아무나,SUBSTANTIVES,noun,entity
모든사람,SUBSTANTIVES,noun,entity
인물,SUBSTANTIVES,noun,entity
존재,SUBSTANTIVES,noun,entity
생명,SUBSTANTIVES,noun,entity
인격,SUBSTANTIVES,noun,entity
무언가,SUBSTANTIVES,noun,entity
것,SUBSTANTIVES,noun,entity
물건,SUBSTANTIVES,noun,entity
사물,SUBSTANTIVES,noun,entity
물체,SUBSTANTIVES,noun,entity
물질,SUBSTANTIVES,noun,entity
사건,SUBSTANTIVES,noun,entity
어떤것,SUBSTANTIVES,noun,entity
모든것,SUBSTANTIVES,noun,entity
현상,SUBSTANTIVES,noun,entity
사람들,SUBSTANTIVES,noun,entity
민중,SUBSTANTIVES,noun,entity
국민,SUBSTANTIVES,noun,entity
대중,SUBSTANTIVES,noun,entity
사회,SUBSTANTIVES,noun,entity
공동체,SUBSTANTIVES,noun,entity
인류,SUBSTANTIVES,noun,entity
집단,SUBSTANTIVES,noun,entity
문화,SUBSTANTIVES,noun,entity
문명,SUBSTANTIVES,noun,entity
몸,SUBSTANTIVES,noun,entity
신체,SUBSTANTIVES,noun,entity
육체,SUBSTANTIVES,noun,entity
체,SUBSTANTIVES,noun,entity
신,SUBSTANTIVES,noun,entity
형체,SUBSTANTIVES,noun,entity
물질,SUBSTANTIVES,noun,entity
생리,SUBSTANTIVES,noun,entity
해부,SUBSTANTIVES,noun,entity
체격,SUBSTANTIVES,noun,entity
종류,RELATIONAL_SUBSTANTIVES,noun,relation
유형,RELATIONAL_SUBSTANTIVES,noun,relation
범주,RELATIONAL_SUBSTANTIVES,noun,relation
부류,RELATIONAL_SUBSTANTIVES,noun,relation
성질,RELATIONAL_SUBSTANTIVES,noun,relation
분류,RELATIONAL_SUBSTANTIVES,noun,relation
속,RELATIONAL_SUBSTANTIVES,noun,relation
과,RELATIONAL_SUBSTANTIVES,noun,relation
목,RELATIONAL_SUBSTANTIVES,noun,relation
종,RELATIONAL_SUBSTANTIVES,noun,relation
부분,RELATIONAL_SUBSTANTIVES,noun,relation
조각,RELATIONAL_SUBSTANTIVES,noun,relation
구성요소,RELATIONAL_SUBSTANTIVES,noun,relation
성분,RELATIONAL_SUBSTANTIVES,noun,relation
단편,RELATIONAL_SUBSTANTIVES,noun,relation
일부,RELATIONAL_SUBSTANTIVES,noun,relation
요소,RELATIONAL_SUBSTANTIVES,noun,relation
부품,RELATIONAL_SUBSTANTIVES,noun,relation
세부,RELATIONAL_SUBSTANTIVES,noun,relation
국부,RELATIONAL_SUBSTANTIVES,noun,relation
이,DETERMINERS,determiner,reference
이것,DETERMINERS,determiner,reference
이러한,DETERMINERS,determiner,reference
현재,DETERMINERS,determiner,reference
지시,DETERMINERS,determiner,reference
가까운,DETERMINERS,determiner,reference
특정한,DETERMINERS,determiner,reference
당면한,DETERMINERS,determiner,reference
같은,DETERMINERS,determiner,reference
동일한,DETERMINERS,determiner,reference
똑같은,DETERMINERS,determiner,reference
일치하는,DETERMINERS,determiner,reference
균일한,DETERMINERS,determiner,reference
상등한,DETERMINERS,determiner,reference
변치않는,DETERMINERS,determiner,reference
항상,DETERMINERS,determiner,reference
다른,DETERMINERS,determiner,reference
별개의,DETERMINERS,determiner,reference
기타,DETERMINERS,determiner,reference
나머지,DETERMINERS,determiner,reference
별도의,DETERMINERS,determiner,reference
상이한,DETERMINERS,determiner,reference
각종,DETERMINERS,determiner,reference
그밖의,DETERMINERS,determiner,reference
하나,QUANTIFIERS,determiner,quantity
일,QUANTIFIERS,determiner,quantity
단일,QUANTIFIERS,determiner,quantity
유일,QUANTIFIERS,determiner,quantity
홀로,QUANTIFIERS,determiner,quantity
첫,QUANTIFIERS,determiner,quantity
단독,QUANTIFIERS,determiner,quantity
개별,QUANTIFIERS,determiner,quantity
고독,QUANTIFIERS,determiner,quantity
둘,QUANTIFIERS,determiner,quantity
이,QUANTIFIERS,determiner,quantity
쌍,QUANTIFIERS,determiner,quantity
양,QUANTIFIERS,determiner,quantity
두개,QUANTIFIERS,determiner,quantity
제2,QUANTIFIERS,determiner,quantity
이진,QUANTIFIERS,determiner,quantity
두번,QUANTIFIERS,determiner,quantity
겹,QUANTIFIERS,determiner,quantity
쌍둥이,QUANTIFIERS,determiner,quantity
