word,domain,type,note
subject,SUBSTANTIVES,noun,entity
speaker,SUBSTANTIVES,noun,entity
personal,SUBSTANTIVES,noun,entity
own,SUBSTANTIVES,noun,entity
other-person,SUBSTANTIVES,noun,entity
companion,SUBSTANTIVES,noun,entity
soul,SUBSTANTIVES,noun,entity
entity,SUBSTANTIVES,noun,entity
character,SUBSTANTIVES,noun,entity
figure,SUBSTANTIVES,noun,entity
agent,SUBSTANTIVES,noun,entity
personage,SUBSTANTIVES,noun,entity
mortal,SUBSTANTIVES,noun,entity
creature,SUBSTANTIVES,noun,entity
article,SUBSTANTIVES,noun,entity
piece,SUBSTANTIVES,noun,entity
unit,SUBSTANTIVES,noun,entity
phenomenon,SUBSTANTIVES,noun,entity
reality,SUBSTANTIVES,noun,entity
existence,SUBSTANTIVES,noun,entity
being,SUBSTANTIVES,verb,entity
humanity,SUBSTANTIVES,noun,entity
crowd,SUBSTANTIVES,noun,entity
masses,SUBSTANTIVES,noun,entity
group,SUBSTANTIVES,noun,entity
nation,SUBSTANTIVES,noun,entity
tribe,SUBSTANTIVES,noun,entity
culture,SUBSTANTIVES,noun,entity
civilization,SUBSTANTIVES,noun,entity
collective,SUBSTANTIVES,adjective,entity
embodiment,SUBSTANTIVES,noun,entity
corporeal,SUBSTANTIVES,noun,entity
somatic,SUBSTANTIVES,noun,entity
material,SUBSTANTIVES,noun,entity
substance,SUBSTANTIVES,noun,entity
trunk,SUBSTANTIVES,noun,entity
manner,RELATIONAL_SUBSTANTIVES,noun,relation
classification,RELATIONAL_SUBSTANTIVES,noun,relation
taxonomy,RELATIONAL_SUBSTANTIVES,noun,relation
group,RELATIONAL_SUBSTANTIVES,noun,relation
family,RELATIONAL_SUBSTANTIVES,adverb,relation
order,RELATIONAL_SUBSTANTIVES,noun,relation
member,RELATIONAL_SUBSTANTIVES,noun,relation
constituent,RELATIONAL_SUBSTANTIVES,noun,relation
particle,RELATIONAL_SUBSTANTIVES,noun,relation
detail,RELATIONAL_SUBSTANTIVES,noun,relation
aspect,RELATIONAL_SUBSTANTIVES,noun,relation
feature,RELATIONAL_SUBSTANTIVES,noun,relation
particular,DETERMINERS,determiner,reference
