word,domain,type,note
-1,negative_integer,number,
-2,negative_integer,number,
-3,negative_integer,number,
-10,negative_integer,number,
-100,negative_integer,number,
-1000,negative_integer,number,
-10000,negative_integer,number,
0.000001,decimal,number,
0.00001,decimal,number,
0.0001,decimal,number,
0.001,decimal,number,
0.01,decimal,number,
0.1,decimal,number,
0.33333333333,decimal,number,
2.7182,decimal,number,
3.141592,decimal,number,
0,integer,number,
1,integer,number,
2,integer,number,
3,integer,number,
4,integer,number,
5,integer,number,
6,integer,number,
7,integer,number,
8,integer,number,
9,integer,number,
10,integer,number,
11,integer,number,
12,integer,number,
13,integer,number,
14,integer,number,
15,integer,number,
16,integer,number,
17,integer,number,
18,integer,number,
19,integer,number,
20,integer,number,
21,integer,number,
22,integer,number,
23,integer,number,
24,integer,number,
25,integer,number,
26,integer,number,
27,integer,number,
28,integer,number,
29,integer,number,
30,integer,number,
31,integer,number,
32,integer,number,
33,integer,number,
34,integer,number,
35,integer,number,
36,integer,number,
37,integer,number,
38,integer,number,
39,integer,number,
40,integer,number,
41,integer,number,
42,integer,number,
43,integer,number,
44,integer,number,
45,integer,number,
46,integer,number,
47,integer,number,
48,integer,number,
49,integer,number,
50,integer,number,
51,integer,number,
52,integer,number,
53,integer,number,
54,integer,number,
55,integer,number,
56,integer,number,
57,integer,number,
58,integer,number,
59,integer,number,
60,integer,number,
61,integer,number,
62,integer,number,
63,integer,number,
64,integer,number,
65,integer,number,
66,integer,number,
67,integer,number,
68,integer,number,
69,integer,number,
70,integer,number,
71,integer,number,
72,integer,number,
73,integer,number,
74,integer,number,
75,integer,number,
76,integer,number,
77,integer,number,
78,integer,number,
79,integer,number,
80,integer,number,
81,integer,number,
82,integer,number,
83,integer,number,
84,integer,number,
85,integer,number,
86,integer,number,
87,integer,number,
88,integer,number,
89,integer,number,
90,integer,number,
91,integer,number,
92,integer,number,
93,integer,number,
94,integer,number,
95,integer,number,
96,integer,number,
97,integer,number,
98,integer,number,
99,integer,number,
100,integer,number,
101,integer,number,
102,integer,number,
103,integer,number,
104,integer,number,
105,integer,number,
106,integer,number,
107,integer,number,
108,integer,number,
109,integer,number,
110,integer,number,
111,integer,number,
112,integer,number,
113,integer,number,
114,integer,number,
115,integer,number,
116,integer,number,
117,integer,number,
118,integer,number,
119,integer,number,
120,integer,number,
121,integer,number,
122,integer,number,
123,integer,number,
124,integer,number,
125,integer,number,
126,integer,number,
127,integer,number,
128,integer,number,
129,integer,number,
130,integer,number,
131,integer,number,
132,integer,number,
133,integer,number,
134,integer,number,
135,integer,number,
136,integer,number,
137,integer,number,
138,integer,number,
139,integer,number,
140,integer,number,
141,integer,number,
142,integer,number,
143,integer,number,
144,integer,number,
145,integer,number,
146,integer,number,
147,integer,number,
148,integer,number,
149,integer,number,
150,integer,number,
151,integer,number,
152,integer,number,
153,integer,number,
154,integer,number,
155,integer,number,
156,integer,number,
157,integer,number,
158,integer,number,
159,integer,number,
160,integer,number,
161,integer,number,
162,integer,number,
163,integer,number,
164,integer,number,
165,integer,number,
166,integer,number,
167,integer,number,
168,integer,number,
169,integer,number,
170,integer,number,
171,integer,number,
172,integer,number,
173,integer,number,
174,integer,number,
175,integer,number,
176,integer,number,
177,integer,number,
178,integer,number,
179,integer,number,
180,integer,number,
181,integer,number,
182,integer,number,
183,integer,number,
184,integer,number,
185,integer,number,
186,integer,number,
187,integer,number,
188,integer,number,
189,integer,number,
